,title,about,genre
10,Appetites: A Cookbook,"
Description
Written with the no-holds-barred ethos of his beloved series, No Reservations and Parts Unknown, the celebrity chef and culinary explorer's first cookbook in more than ten years--a collection of recipes for the home cook.Anthony Bourdain is a man of many appetites. And for many years, first as a chef, later as a world-traveling chronicler of food and culture on his CNN series Parts Unknown, he has made a profession of understanding the appetites of others. These days, however, if he's cooking, it's for family and friends.Appetites,  his first cookbook in more than ten years, boils down forty-plus years of professional cooking and globe-trotting to a tight repertoire of personal favorites--dishes that everyone should (at least in Mr. Bourdain's opinion) know how to cook. Once the supposed bad boy of cooking, Mr. Bourdain has, in recent years, become the father of a little girl--a role he has embraced with enthusiasm. After years of traveling more than 200 days a year, he now enjoys entertaining at home. Years of prep lists and the hyper-organization necessary for a restaurant kitchen, however, have caused him, in his words, to have morphed into a psychotic, anally retentive, bad-tempered Ina Garten.The result is a home-cooking, home-entertaining cookbook like no other, with personal favorites from his own kitchen and from his travels, translated into an effective battle plan that will help you terrify your guests with your breathtaking efficiency.
",Cooking
11,Hunger: A Memoir of (My) Body,"
Description
From the New York Times bestselling author of Bad Feminist: a searingly honest memoir of food, weight, self-image, and learning how to feed your hunger while taking care of yourself.""I ate and ate and ate in the hopes that if I made myself big, my body would be safe. I buried the girl I was because she ran into all kinds of trouble. I tried to erase every memory of her, but she is still there, somewhere. . . . I was trapped in my body, one that I barely recognized or understood, but at least I was safe.""In her phenomenally popular essays and long-running Tumblr blog, Roxane Gay has written with intimacy and sensitivity about food and body, using her own emotional and psychological struggles as a means of exploring our shared anxieties over pleasure, consumption, appearance, and health. As a woman who describes her own body as ""wildly undisciplined,"" Roxane understands the tension between desire and denial, between self-comfort and self-care. In Hunger,  she explores her past--including the devastating act of violence that acted as a turning point in her young life--and brings readers along on her journey to understand and ultimately save herself.With the bracing candor, vulnerability, and power that have made her one of the most admired writers of her generation, Roxane explores what it means to learn to take care of yourself: how to feed your hungers for delicious and satisfying food, a smaller and safer body, and a body that can love and be loved--in a time when the bigger you are, the smaller your world becomes.
",Cooking
12,"The Defined Dish: Whole30 Endorsed, Healthy and Wholesome Weeknight Recipes","
Description
NEW YORK TIMES BESTSELLER!  Healthy, easy, and delicious recipes from the Defined Dish blog--fully endorsed by Whole30  Alex Snodgrass of TheDefinedDish.com is the third author in the popular Whole30 Endorsed series. With gluten-free, dairy-free, and grain-free recipes that sound and look way too delicious to be healthy, this is a cookbook people can turn to after completing a Whole30, when they're looking to reintroduce healthful ingredients like tortillas, yogurt, beans, and legumes. Recipes like Chipotle Chicken Tostadas with Pineapple Salsa or Black Pepper Chicken are easy enough to prepare even after a busy day at work. There are no esoteric ingredients in these recipes, but instead something to suit every taste, each dish clearly marked if it is Whole30 compliant, paleo, gluten-free, dairy-free, and more. Alex includes delicious variations, too, such as using lettuce wraps instead of taco shells, to ensure recipes can work for almost any diet. And for anyone looking to stick to their Whole30 for longer, at least sixty of the recipes are fully compliant.
      ",Cooking
13,Midnight Chicken: & Other Recipes Worth Living for,"
Description
A book of recipes and reflections that reveal the life-changing happiness of cooking.Bridget Jones' self-effacing wittiness, Julia Child's companionable forgiveness and Sylvia Plath's poetic prose. --NPR A manual for living and a declaration of hope. --Nigella Lawson There are lots of ways to start a story, but this one begins with a chicken. There was a time when, for Ella Risbridger, the world had become overwhelming. Sounds were too loud, colors were too bright, everyone moved too fast. One night she found herself lying on her kitchen floor, wondering if she would ever get up--and it was the thought of a chicken, of roasting it, and of eating it, that got her to her feet and made her want to be alive. Midnight Chicken is a cookbook. Or, at least, you'll flick through these pages and find recipes so inviting that you will head straight for the kitchen: roast garlic and tomato soup, uplifting chili-lemon spaghetti, charred leek lasagna, squash skillet pie, spicy fish finger sandwiches and burnt-butter brownies. It's the kind of cooking you can do a little bit drunk, that is probably better if you've got a bottle of wine open and a hunk of bread to mop up the sauce. But if you settle down and read it with a cup of tea (or a glass of that wine), you'll also discover that it's an annotated list of things worth living for--a manifesto of moments worth living for. This is a cookbook to make you fall in love with the world again.
      ",Cooking
14,The Dinner Party Project: A No-Stress Guide to Food with Friends,"
Description
The dinner party is back! Chef and cooking show host Natasha Feldman shares the secrets to throwing fun, no-stress gatherings--spoiler alert: it starts with delicious recipes you'll have total confidence in! This modern manual offers 80+ recipes with menu ideas, sketches, and practical tips to ensure that everyone enjoys the party, especially the host!Making and eating dinner with your friends should be a pleasure--nothing tops getting people together, sharing good food, and laughing until you cry. The Dinner Party Project is here to revive and democratize the dinner party, to make it a fun, communal practice rather than a stressful solo performance by the host. Move over, fussy recipes with ingredients lists that run a mile long. This cookbook has not only 80+ simple yet impressive recipes, but also 24 menu suggestions plus tips and tricks for taking the pressure off of hosting. Feldman provides recipes for every mood and cooking comfort level (including permission to order takeout or delegate to friends), with sections on appetizers, main dishes, cocktails or mocktails, sides, desserts, and even dedicated chapters on the perfect pizza party or taco night. Whimsical illustrations help demystify the cheese plate, offer store-bought dessert options, and guide you to your ideal dinner menu; tips within each recipe not only ensure great results but also help you plan ahead and avoid last-minute scrambling.Recipes include: Crunchy Radishes Dipped in Honey Fennel ButterPeel 'n' Eat Shrimp with Basil Dipping MagicPerfect Seared Ribeye with Pistachio Date Salsa VerdeParty PestoVery Adult Salad: Bitter Greens with Roasted Grapes and PecorinoVeggie Pot Pie with Black Pepper and Parm PhylloThin Mint Pudding PieSo go ahead: pick a date, plan a menu, and invite people over--after all, nothing brings friends together like a good meal. 
",Cooking
15,"The Flavor Thesaurus: A Compendium of Pairings, Recipes and Ideas for the Creative Cook","
Description
""A perfect reference for the aspiring foodie."" -Chicago Tribune Winner of the André Simon Award * Observer Best Books of the Year * Guild of Food Writers Best First Book Award A complete guide to the 99 most essential ingredients and their numerous flavor combinations, offering inspiration for the cook who has everything. Whether a flavor is defined by a grassy ingredient like dill, cucumber, or peas, or a floral fruity food like figs, roses, or blueberries, flavors can be combined in wildly imaginative ways. In this lively and original book, Niki Segnit identifies the 99 fundamental ingredients of food and examines what goes with what--revealing for the first time just how infinite are the possibilities in an everyday kitchen. Segnit has scoured thousands of recipes in countless recipe books, talked to dozens of food technologists and chefs, and visited hundreds of restaurants--all in her quest to uncover the planet's essential pairings. Moving from Meaty to Cheesy, Earthy to Mustardy, and more, Segnit celebrates traditional pairings such as pork and apple and cucumber and dill; points us toward contemporary favorites like goat cheese and beet; and introduces us to unlikely but delicious matchings such as blueberry and mushroom. With nearly a thousand entries and 200 recipes, The Flavor Thesaurus is not only a highly useful and covetable reference book, but the sort of book that will keep you reading, laughing, and cooking for years to come.
      ",Cooking
16,Forever Beirut: Recipes and Stories from the Heart of Lebanon,"
Description
A new cookbook from the bestselling author of Soup for Syria to support the Lebanese Food Bank and help families in dire need of food after the devastating blast and ensuing economic collapse Beirut, nicknamed ""Paris of the East,"" is the capital of Lebanon. It is the culinary capital of the Arab world, with an unmatched cuisine that has ancient roots and is influenced by a number of civilizations and cooking styles, including Arab, Turkish, and French. It is one of the oldest cities in the world and one of the most cosmopolitan and religiously diverse in the region. Situated on the Mediterranean coast and flanked by the majestic Mount Lebanon, it boasts an abundance of flavorful ingredients and spices, including whole grains, fruits, vegetables, and seafood.   Written by renowned Lebanese chef and award-winning cookbook writer Barbara Abdeni Massaad, Forever Beirut is a collection of 100 easy-to-prepare recipes that celebrate Beirut's rich culinary heritage, its resilience, and healing power. It is Barbara's way of honoring the city of her childhood, her dreams, her Lebanese family kitchen, and the food that roots her. It is filled with stories and anecdotes about the customs, food, people, and traditions, with sections for soups, salads, breads and savory pastries, mezze, kibbeh, grilling, main dishes, pickles and preserves, and sweets.  With beautiful food and location photography, Forever Beirut is a must-have for cooks who love healthful and delicious Middle Eastern food.
      ",Cooking
17,The Homemade Vegan Pantry: The Art of Making Your Own Staples [A Cookbook],"
Description
A guide to creating vegan versions of pantry staples--from dairy and meat substitutes such as vegan yogurt, mayo, bacon, and cheese, to dressings, sauces, cookies, and more. Kitchen crafters know the pleasure of making their own staples and specialty foods, whether it's cultured sour cream or a stellar soup stock. It's a fresher, healthier, more natural approach to eating and living. Now vegans who are sick of buying over-processed, over-packaged products can finally join the homemade revolution. Studded with full-color photos, The Homemade Vegan Pantry celebrates beautiful, handcrafted foods that don't take a ton of time, from ice cream and pizza dough, to granola and breakfast sausage. Miyoko Schinner guides readers through the techniques for making French-style buttercreams, roasted tomatoes, and pasta without special equipment. Her easy methods make slow food fast, and full of flavor. The Homemade Vegan Pantry raises the bar on plant-based cuisine, not only for vegans and vegetarians, but also for the growing number of Americans looking to eat lighter and healthier, and anyone interested in a handcrafted approach to food.
      ",Cooking
18,The Complete America's Test Kitchen TV Show Cookbook 2001-2023: Every Recipe from the Hit TV Show Along with Product Ratings Includes the 2023 Season,"
Description
1,800 foolproof recipes from 23 years of the hit America's Test Kitchen TV show captured in one volume The Complete America's Test Kitchen TV Show Cookbook is a living archive of every recipe that has been on every episode of public television's top-rated cooking show, including the new season that debuts in January 2023. It also includes the top-rated equipment and ingredients from the new testing and tasting segments. Cook along with Bridget and Julia and the test kitchen chefs as the new episodes of the 2023 season air with all-new recipes. Every recipe that has appeared on the show is in this cookbook along with the test kitchen's indispensable notes and tips. A comprehensive shopping guide shows readers what products the ATK reviews team recommends and it alone is worth the price of the book.
      ",Cooking
19,Classic Cookbooks: 1000 Piece Puzzle,"
Description
Piece together your own colorful collection of vintage cookbook covers with this iconic 1000-piece puzzle from artist Richard Baker. It's a visual feast, and the perfect gift for foodies and book lovers alike. Classic Cookbooks 1000 Piece Puzzle features 42 amazing paintings of beloved classic cookbooks, ranging from the iconic, like The Joy of Cooking, The French Chef Cookbook,  and The Edna Lewis Cookbook,  to quirkier classics like Fabulous Fondues and Love and Knishes. Each cookbook cover featured in this puzzle is intentionally painted to capture the telltale signs of wear from years of use in the kitchen. This 1000-piece puzzle features high-quality pieces that assemble to 25 x 20 inches, accompanied by a folded, oversize insert of the puzzle image for easy reference and an artist statement. Whether you're a home cook, chef, bibliophile, or puzzle fanatic, you will love piecing your way through decades of cookbook classics and chatting with family or friends about your favorite recipes as you assemble. From Tatsuji Tada's Japanese Recipes,  to Meera Sodha's East to Irfan Orga's Turkish Cooking and Elsie Masterton's Blueberry Hill Cookbook,  you are sure to find a few of your favorite kitchen resources depicted in this charming and engaging puzzle.
      ",Cooking
20,The Year of Miracles: Recipes about Love + Grief + Growing Things,"
Description
A gift to readers and cooks alike ... wise and tender, a reminder that however gloomy your situation, the world abounds in beauty, should you choose to see it.""--The Washington Post Exuberant, unstoppable, and triumphantly on the side of love and life in the face of death and loss and grief.--Vox From the author of Midnight Chicken Ella Risbridger, a month-by-month chronicle of writing and recipes that explores joy and healing through food. This cookbook is about a year in the kitchen (and in the garden under the fire-escape steps). A year of grief and hope and change; of cardamom-cinnamon chicken rice, chimichurri courgettes, quadruple carb soup, blackberry miso birthday cake, and sticky toffee Guinness brownie pudding. A year of loss, and every kind of romance, and fried jam sandwiches. A year of seedlings and pancakes. A year of falling in love. A year of recipes. A year, in other words, of minor miracles. In Ella Risbridger's first book Midnight Chicken, she showed readers how food can serve as a light in our darkest days. Now, in The Year of Miracles,  Ella shares her story of recovering from loss with the help of good food and good friends. The book celebrates making a fancy dinner even if you're just eating it with a spoon in front of the tv; having people over to dinner without overthinking it; finding late night snacks to ease you to sleep; and having seconds--of everything. Above all, it a powerful testament to how cooking can help us get up and start again in the face of unimaginable hurt. With tender vulnerability, mesmerizing prose, and delectable recipes, The Year of Miracles is a touching, unforgettable book on finding hope through food.
      ",Cooking
21,"Twist on Tofu: 52 Fresh and Unexpected Vegetarian Recipes, from Tofu Tacos and Quiche to Lasagna, Wings, Fries, and More","
Description
        As the popularity of a plant-based diet continues to grow, tofu sales are soaring, along with the demand for new recipes that showcase this healthy, budget-friendly meat alternative. In Twist on Tofu,  award-winning food writer Corinne Trang shows how versatile and flavorful tofu can be, with 54 recipes for creative dinners, as well as starters, soups, salads, sandwiches, and even desserts. There are tofu-based twists on familiar favorites like French fries, Buffalo ""wings,"" tacos, satay, and empanadas. Recipes for lasagna, Bolognese pasta, chili, poke bowl, and bibimbap offer delicious options for tofu-rich dinners. Trang tops off this celebration of tofu with a bit of sweetness--bumbleberry tofu custard and luscious tofu mocha brownies. 
",Cooking
22,The Zuni Cafe Cookbook: A Compendium of Recipes and Cooking Lessons from San Francisa,"
Description
In The Zuni Café Cookbook, a book customers have been anticipating for years, chef and owner Judy Rodgers provides recipes for Zuni's most well-known dishes, ranging from the Zuni Roast Chicken to the Espresso Granita. But Zuni's appeal goes beyond recipes. Harold McGee concludes, What makes The Zuni Café Cookbook a real treasure is the voice of Zuni's Judy Rodgers, whose book repeatedly sheds a fresh and revealing light on ingredients and dishes, and even on the nature of cooking itself. Deborah Madison (Vegetarian Cooking for Everyone) says the introduction alone should be required reading for every person who might cook something someday.
",Cooking
23,"Small Victories: Recipes, Advice + Hundreds of Ideas for Home Cooking Triumphs (Best Simple Recipes, Simple Cookbook Ideas, Cooking Techniques Book)","
Description
I can't wait to cook my way through this amazing new book! - Ina Garten (Host of Barefoot Contessa) Simple, achievable recipes... - Chef April Bloomfield (Owner of The Spotted Pig) This cookbook of more than 400 simple cooking recipes and variations from Julia Turshen, writer, go-to recipe developer, co-author for best-selling cookbooks such as Gwyneth Paltrow's It's All Good, and Dana Cowin's Mastering My Mistakes in the Kitchen, and author of her cookbooks Now & Again and Feed the Resistance. The process of truly great home cooking ideas is demystified via more than a hundred lessons called out as small victories in the funny, encouraging headnotes; these are lessons learned by Julia through a lifetime of cooking thousands of meals. This beautifully curated, deeply personal collection emphasizes bold-flavored, honest food for breakfast, lunch, dinner, and dessert. More than 160 mouth-watering photographs from acclaimed photographers Gentl + Hyers provide beautiful instruction and inspiration, and a gingham spine elevates this entertaining and essential kitchen resource into a covetable gift cookbook for both beginners and accomplished home cooks.
Features high-quality photos of recipes to follow while cooking
Recipes crafted by the author to be both easy to make and follow
Readers of Feed The Resistance, Damn Delicious, and Sneaky Chef will enjoy the simplicity and deliciousness of all recipes featured in this book. This collection of recipes makes for an ideal: 
Home Cooking Book
Healthy Recipes Cookbook
Technique Cookbook
Cookbook for Family Recipes

",Cooking
