,title,about,genre
10,"Pro-Choice and Christian: Reconciling Faith, Politics, and Justice","
Description
Despite the claim by many Christian leaders that the pro-life/antiabortion position is the only faithful response to the debate about reproductive rights, many people of faith find themselves in a murky middle of this supposedly black-and-white issue. Christians who are pro-abortion rights are rarely pro-abortion. However, they view the decision to carry a pregnancy to term as one to be made by the woman, her medical team, her family, or personal counsel rather than by politicians. Pro-Choice and Christian explores the biblical, theological, political, and medical aspects of the debate in order to provide a thoughtful Christian argument for a pro-choice position with regard to abortion issues. Kira Schlesinger considers relevant Scriptures, the politics of abortion in the United States, and the human realities making abortion a vital issue of justice and compassion. By examining choice from a Christian perspective, Schlesinger provides a common vocabulary for discussing faith and reproductive rights.
",Biblical
11,"What Is the Bible?: How an Ancient Library of Poems, Letters, and Stories Can Transform the Way You Think and Feel about Everything","
Description
Instant New York Times BestsellerRob Bell, the beloved author of Love Wins and What We Talk About When We Talk About God,  goes deep into the Bible to show how it is more revelatory, revolutionary, and relevant than we ever imagined--and offers a cogent argument for why we need to look at it in a fresh, new way.In Love Wins,  Rob Bell confronted the troubling questions that many people of faith were afraid to ask about heaven, hell, fate, and faith. Using the same inspired, inquisitive approach, he now turns to our most sacred book, the Bible. What Is the Bible? provides insights and answers that make clear why the Bible is so revered and what makes it truly inspiring and essential to our lives.Rob takes us deep into actual passages to reveal the humanity behind the Scriptures. You cannot get to the holy without going through the human, Rob tells us. When considering a passage, we shouldn't ask Why did God say . . .? To get to the heart of the Bible's meaning, we should be asking: What's the story that's unfolding here and why did people find it important to tell it? What was it that moved them to record these words? What was happening in the world at that time? What does this passage/story/poem/verse/book tell us about how people understood who they were and who God was at that time? In asking these questions, Rob goes beyond the one-dimensional question of is it true? to reveal the Bible's authentic transformative power.Rob addresses the concerns of all those who see the Bible as God's Word but are troubled by the ethical dilemmas, errors, and inconsistencies in Scripture. With What Is the Bible?,  he recaptures the Good Book's magic and reaffirms its power and inspiration to shape and inspire our lives today.
",Biblical
12,The Temple: Its Ministry and Services ($uper $aver),"
Description
This updated edition has been newly typeset in an easy-to-read, modern typeface. Now it is easier and more enjoyable than ever before to read, study, and consult this classic work.Citations from Scripture, rabbinic sources, and the works of Philo and Josephus enhance the reader's understanding of the temple, kits sacrifices, ministry, personnel, and services. These materials complement Edersheim's discussion, clarify difficult passages, and illumine the reader as to the true, spiritual meaning of the temple and its services. This edition brings a wealth of information together in the margins, providing a unique entree into the primary sources of the ancient world.Jerusalem, the temple, priests, and worshippers all come alive through Edersheim's prose as well as through the more than 75 illustrations, charts, photos, and drawings. Enhanced both aesthetically and practically, this edition of ""The Temple"" has no rival.Edersheim's deep devotion to the authority of the Scriptures, his ability to make the Scriptures come alive in their ancient context, and his encyclopedic familiarity with ancient Jewish sources all enrich this classic and timeless work.
",Biblical
13,Words of Love: A Healing Journey with the Ten Commandments,"
Description
The Ten Commandments are more than a list of ancient rules. Beneath the surface, they offer a profound invitation to healing and transformation. In this unique Bible study, readers will discover that the Ten Commandments are words from the heart of God, given to reconcile creation to Creator and God's people to one another. In Words of Love, Eugenia Anne Gamble dives into each of the Ten Commandments and examines their application for modern-day Christians, going beyond the letter of the law to a spiritual truth pointing us toward wholeness and well-being. Each chapter includes a spiritual practice and questions for reflection and discussion to help readers engage deeply with the message of each commandment, whether individually or in a group.
",Biblical
14,Holy Imagination: A Literary and Theological Introduction to the Whole Bible,"
Description
        The many voices in scripture form a dialogue with readers, which produce theological truths that are larger than the individual parts. This introduction is informed by both literary theory and theology. It groups sections of the whole Bible together by genre. Each section identifies and describes the genre (such as historiography, poetry, prophecy, gospel, letter, apocalypse), and then moves into a discussion about the literary characteristics and theological insights. The words of scripture not only come a long way to find us but like a poem must be read with attention. Poetry doesn't yield meaning easily, and it doesn't promise to make sense. We know to look past the words on the page and find the images, tropes, sounds, and metaphors that are meaning-full. This type of writing invites, rather demands, the imagination. We must accept that we will only get so close, but that this is close enough. Our imagination spans the gaps left by sparse language and incomplete narratives. We return again and again, with more information and perhaps more experiences. The words are the same, but we are not; and for that reason there are always new discoveries. ""At last, an introduction that students will enjoy reading, because it is at once engaging, informative, and eye-opening, as well as completely lucid. Fentress Williams shows how many books of the Bible reflect the experience of marginalized persons and communities in precarious situations, and therefore how they speak in ways both realistic and encouraging to contemporary readers. Do your students and yourself a favor: adopt this text and get ready for serious conversation about ancient texts that never go out of date."" - Ellen F. Davis, Amos Ragan Kearns Distinguished Professor of Bible and Practical Theology, Duke Divinity School
      ",Biblical
15,The Dictionary of the Bible,"
Description
        An excellent, single-volume Catholic dictionary of the Bible written by respected Catholic Biblical scholar John L. McKenzie S. J. and originally published in 1965. Fr. John L. McKenzie, S.J., (1910-1991) was an acclaimed Catholic Scripture scholar who wrote numerous books and was the first Catholic scholar on the Divinity School faculty. He was at one time president of the Catholic Biblical Association of America and president of the Society of Biblical Literature. His Dictionary of the Bible is the best one-volume orthodox Catholic Bible dictionary available in the English language--it's an essential reference tool that should be on the shelf of every good Catholic library. A standard reference work, providing concise descriptions of biblical characters, terms, and places, as well as pertinent illustrations and charts, this is ""one of the most up-to-date and reliable dictionaries of the Bible in any language....Magnificent in scholarship, ample in learning, frank and unhesitating in facing all the difficulties and problems, sympathetic with the varieties and diversities of other views"" (Religious Education).
      ",Biblical
16,The Lost World of the Torah: Law as Covenant and Wisdom in Ancient Context,"
Description
 Our handling of what we call biblical law veers between controversy and neglect. On the one hand, controversy arises when Old Testament laws seem either odd beyond comprehension (not eating lobster) or positively reprehensible (executing children). On the other, neglect results when we consider the law obsolete, no longer carrying any normative power (tassels on clothing, making sacrifices). Even readers who do attempt to make use of the Old Testament law often find it either irrelevant, hopelessly laden with thou shalt nots, or simply so confusing that they throw up their hands in despair. Despite these extremes, people continue to propose moral principles from these laws as the biblical view and to garner proof texts to resolve issues that arise in society. The result is that both Christians and skeptics regularly abuse the Torah, and its true message often lies unheard.Walton and Walton offer in The Lost World of the Torah a restorative vision of the ancient genre of instruction for wisdom that makes up a significant portion of the Old Testament. In the ancient Near East, order was achieved through the wisdom of those who governed society. The objective of torah was to teach the Israelites to be wise about the kind of order needed to receive the blessings of God's favor and presence within the context of the covenant. Here readers will find fresh insight on this fundamental genre of the Old Testament canon.The books in the Lost World Series follow the pattern set by Bible scholar John H. Walton, bringing a fresh, close reading of the Hebrew text and knowledge of ancient Near Eastern literature to an accessible discussion of the biblical topic at hand using a series of logic-based propositions.
",Biblical
17,Digging Up Armageddon: The Search for the Lost City of Solomon,"
Description
A vivid portrait of the early years of biblical archaeology from the acclaimed author of 1177 B.C.: The Year Civilization Collapsed In 1925, James Henry Breasted, famed Egyptologist and director of the Oriental Institute at the University of Chicago, sent a team of archaeologists to the Holy Land to excavate the ancient site of Megiddo--Armageddon in the New Testament--which the Bible says was fortified by King Solomon. Their excavations made headlines around the world and shed light on one of the most legendary cities of biblical times, yet little has been written about what happened behind the scenes. Digging Up Armageddon brings to life one of the most important archaeological expeditions ever undertaken, describing the site and what was found there, including discoveries of gold and ivory, and providing an up-close look at the internal workings of a dig in the early years of biblical archaeology. The Chicago team left behind a trove of writings and correspondence spanning more than three decades, from letters and cablegrams to cards, notes, and diaries. Eric Cline draws on these materials to paint a compelling portrait of a bygone age of archaeology. He masterfully sets the expedition against the backdrop of the Great Depression in America and the growing troubles and tensions in British Mandate Palestine. He gives readers an insider's perspective on the debates over what was uncovered at Megiddo, the infighting that roiled the expedition, and the stunning discoveries that transformed our understanding of the ancient world. Digging Up Armageddon is the enthralling story of an archaeological site in the interwar years and its remarkable place at the crossroads of history.
      ",Biblical
18,A Week in the Life of a Greco-Roman Woman,"
Description
 In first-century Ephesus, life is not easy for women. A young wife meets her daily struggles with equanimity and courage. She holds poverty and hunger at bay, fights to keep her child healthy and strong, and navigates the unpredictability of her husband's temperament. But into the midst of her daily fears and worries, a new hope appears: a teaching that challenges her society's most basic assumption. What is this new teaching? And what will it demand of her? In this gripping novel, Holly Beers introduces us to the first-century setting where the apostle Paul first proclaimed the gospel. Illuminated by historical images and explanatory sidebars, this lively story not only shows us the rich tapestry of life in a thriving Greco-Roman city, it also foregrounds the interior life of one courageous woman--and the radical new freedom the gospel promised her.
",Biblical
19,The Queen and the Heretic: How two women changed the religion of England,"
Description
The Queen and the Heretic is a dual biography of two remarkable women - Catherine Parr and Anne Askew. The first was the last queen of Henry VIII, the second a countrywoman from Lincolnshire. They were joined together in their love of the Protestant faith and in the threat this posed to both their lives. Both Catherine and Anne wrote about their beliefs, and their writings are still with us. Powerful men at court sought to bring Catherine down, and used Anne Askew's notoriety as a weapon in that battle. Queen Catherine Parr survived, while Anne Askew, the only woman to be racked, was burned to death. This book is the fascinating story of their lives, and the way of life for women from various social strata in Tudor England.
",Biblical
20,Valiant or Virtuous?,"
Description
        This book explores a systematic bias in translating the Bible and in interpreting its teachings, which suggests that men are inherently suited to be leaders in the home, church, and community, while it is God's plan for women to submit to men's leadership. This erroneous understanding of the Bible has been promoted by certain influential evangelical Christian leaders in order to push back the growing influence of feminist attitudes, the expansion of women's leadership roles, and the increase in egalitarian relationships among evangelicals in English-speaking North America. Written in a down-to-earth, engaging way, this book will appeal to young women searching the Bible for guidance on women's roles in relationships and in the church. It highlights the dynamic roles played by women in the narratives of Old and New Testament and in the work of Bible translation. Built on a solid framework of biblical and linguistic scholarship, this book will also be of interest to Bible scholars and to anyone seeking a deeper understanding of what the Bible actually says in its original languages. """"In this book Suzanne McCarthy demonstrates how the very way the original text is translated can be used to support views on the difference of men and women that the text never intended. . . . A combination of rich scholarship and fluid prose, this book provides an accessible and challenging argument for anyone interested in why and how translation matters in our reading of Scripture."""" --A. Sue Russell, Asbury Theological Seminary, author of Relationshift: Changing the Conversation about Men and Women in the Church """"This book is accessible for readers with a limited background in the biblical languages. For Bible experts it is sound. For anyone who uses English Bibles it is a carefully researched work on the troublesome gender bias in many translations."""" --J. K. Gayle, blogger """"Suzanne McCarthy's timely book addresses many of the issues being discussed in current debates about how men and women should relate to each other in the home and in the church. . . . This book encourages men and women to live more full Christian lives as they embrace all their gifts and callings."""" --Marion Taylor, Professor of Old Testament, Wycliffe College at the University of Toronto """"Virtuous or Valiant? is like no other book I have read about women in the Bible. In my copy, I highlighted numerous paragraphs and sentences that contained information that was new to me. This is an important book."""" --Margaret Mowczko, writer at MargMowczko.com Suzanne McCarthy grew up in an evangelical Christian family in Toronto, Canada. She completed an honors degree at the University of Toronto in classical and modern languages, and pursued French-language biblical studies at Institut Emmaus in Switzerland. Her master's thesis was on the syllabary of the indigenous Cree people. Suzanne authored a popular blog on biblical translation and gender, and was also a poet. She died of breast cancer in 2015 while completing this book.
      ",Biblical
21,Encounters with Luther,"
Description
Encounters with Luther offers in one volume original primary research from an international and ecumenical pool of scholars. It examines Luther and Lutheran theological traditions along with their historical foundations and with a focus on relevant contemporary issues and ecumenical collegiality. Topics range from sacraments and marriage to violence and gender and sexuality to spiritual care, politics, and suffering. Chapters are based on the annual Luther Colloquy proceedings at Lutheran Theological Seminary at Gettysburg. The articles represent a diverse range of authors and methodologies that reward readers with relevant and genuinely contemporary and practical applications of Luther's thought.Contributors:  B. A. Gerrish, Mary Jane Haemig, Douglass John Hall, Stanley Hauerwas, Kurt K. Hendel, Hans J. Hillerbrand, Eero Huovinen, Denis R. Janz, Peter D. S. Krey, Volker Leppin, Carter Lindberg, Anna Madsen, Mickey L. Mattox, Surekha Nelavala, Brooks Schramm, Kirsi I. Stjerna, Deanna A. Thompson, Vitor Westhelle, and John Witte Jr.
",Biblical
22,A Week in the Life of Rome,"
Description
 In first-century Rome, following Jesus comes at a tremendous social cost. An urbane Roman landowner and merchant is intrigued by the Christian faith--but is he willing to give up his status and lifestyle to join the church? Meanwhile his young client, a catechumen in the church at Rome, is beginning to see just how much his newfound faith will require of him. A Week in the Life of Rome is a cross section of ancient Roman society, from the overcrowded apartment buildings of the poor to the halls of the emperors. Against this rich backdrop, illuminated with images and explanatory sidebars, we are invited into the daily struggles of the church at Rome just a few years before Paul wrote his famous epistle to them. A gripping tale of ambition, intrigue, and sacrifice, James Papandrea's novel is a compelling work of historical fiction that shows us the first-century Roman church as we've never seen it before.
",Biblical
23,Los Primeros Cristianos: Un Recuento Bíblico E Histórico,"
Description
        Continuando su obra biográfica, el autor Dr. César Vidal, nos invita a explorar la pregunta: «¿Cómo lucía el cristianismo en la iglesia primitiva?». Esta pregunta ha sido abordada con mucho escepticismo a lo largo de los años, ya que muchos han argumentado que los recuentos de la iglesia primitiva son, en el mejor de los casos, ficción.  Con estilo elocuente y persuasivo, César Vidal será tu guía a través de datos bíblicos y fuentes confiables para demostrar la certeza y carácter del testimonio de aquellos que conocieron personalmente a Jesús. The First Christians  Continuing his biographical work, the author Dr. César. Vidal,  invites us to explore the question «what was Christianity like in the early church?». This question has been met by much skepticism over the years, for many have argued that the accounts of the early church are at best fictional.  In his eloquent and persuasive style, César Vidal will serve as a tour guide through both biblical data and reliable sources to show the certainty and character of the eyewitness testimony of those who personally knew Jesus.
      ",Biblical
24,"The God of the Way: A Journey Into the Stories, People, and Faith That Changed the World Forever","
Description
New York Times Bestseller!  Kathie Lee Gifford and Rabbi Jason Sobel the authors of the New York Times best seller The Rock, the Road, and the Rabbi bring you an exciting new life-changing message that will help you read the Bible with new eyes and take you into the heart of God's people in Scripture - from Abraham to Ruth to Jesus and His early followers.In The God of the Way, Rabbi Jason shares wisdom from his Jewish heritage and helps us read Scripture in the cultural context of biblical times. Kathie Lee adds personal stories and reflections from her spiritual journey and studies, serving as a companion as you go deeper in your own relationship with God.You will experience: 
The God of the How and When: When you don't know the details...God does.
The God of His Word: When you can't see God...trust His heart and the promises in His Word.
The God Who Sees: When you feel abandoned and forgotten...God knows and cares about you.
The God of the Other Side: When you feel overwhelmed and unworthy...God never passes by but crosses over and brings freedom.
 Journey into God's word, from the creation of the world through the desert and empty places, the Hebrew nation, and meet Jesus, the disciples, and his followers. As you do, you will see how you are part of God's epic story of redemption - a radiant testimony to the truth that belief in God's promises is never wasted.
",Biblical
25,"NKJV, Value Thinline Bible, Large Print, Imitation Leather, Purple, Red Letter Edition","
Description
A balance of being both easy-to-read and easy-to-carry, this Bible is an ideal choice to take with you wherever you go.The go-anywhere New King James Version Bible, lightweight and portable, now with the enhanced readability of Thomas Nelson's custom NKJV font in large print. That's the NKJV Value Thinline Large Print Bible, and it's the Bible you'll want to take with you throughout your day. Featuring the popular and reliable text of the New King James Version in a variety of compelling cover designs, you will enjoy the beautiful new layout, helpful reading plan, words of Christ in red, and full-color maps.Features Include: 
Line-matched classic 2-column format

Presentation page to personalize this special gift by recording a memory or a note

Words of Christ in red help you quickly identify Jesus' teachings and statements

Full color maps show a visual representation of Israel and other biblical locations for better context

Ribbon markers for you to easily navigate and keep track of where you were reading

Durable and flexible Smyth-sewn binding for years of use
Easy-to-read 10.5-point NKJV Comfort Print


",Biblical
26,Jesus and Women - Bible Study Book with Video Access: In the First Century and Now,"
Description
Imagine walking the dusty roads of Galilee with Jesus of Nazareth--braving jostling crowds just to touch the edge of His cloak and hear Him say, ""Take heart, daughter, your faith has healed you.""  Those words, once meant to comfort a hurting woman's soul thousands of years ago, were also meant for you.  Join biblical culturalist Kristi McLelland on those dusty roads as she transports you back to Jesus' world, following in the footsteps of the women who came face-to-face with the Living God. Over 7 sessions, examine the historical and cultural climate of first-century Middle Eastern society to not only understand Jesus more deeply but to fuel your worship of Him today. Features: 
Leader guide to lead discussions within small groups 
Personal study segments to complete between 7 weeks of group sessions 
Glossary of Hebrew and biblical terms 
Photographs of Israel with commentary of cultural and historical significance 
7 teaching videos, approximately 60 minutes per session, available via redemption code printed in Bible study book for individual streaming access 
 Benefits: 
Explore how Jesus generously restores dignity and honor to women in the first century and now. 
Gain deeper insight into the biblical world, including fresh perspective on familiar Bible stories. 
Discover the Bible through the lens of Middle Eastern culture. 
Video Sessions: 
Session 1 (61:03)--In this introductory session, Kristi explains the Middle Eastern concept of understanding the Bible in contrast to the Western way we view it and unpacks the story of Jesus and the woman with the issue of blood, encouraging women to take heart because of God's care for them. 
Session 2 (62:46)--Kristi traces God's intention for women from the beginning, highlighting notable women mentioned in the Bible. She then explains the loss of cultural honor and significance for women in Jesus' first century world. Jesus came on the scene in the first century and began setting women back in their proper place, restoring their dignity and honor by providing justice and righteousness for each of them. 
Session 3 (62:31)--Kristi unpacks the John 4 story of the woman at the well, detailing the contentious history between the Jews and the Samaritans along with other social politics of the day. 
Session 4 (62:04)--Walking through the importance of table fellowship and hospitality in Jesus' first century world, Kristi then explains the Luke 7 story of the woman who anoints Jesus' feet with her tears and wipes them with her hair. 

Session 5 (59:14)--Kristi expounds on the oral teaching tradition that was so prominent in Jesus' day and explores many of the parables in Luke, showing how Jesus' use of women in His teaching was a revolutionary way of showing the world that women have a part in the kingdom of God. 
Session 6 (60:46)--Diving into the story of the woman caught in adultery shared in John 7, Kristi details some of the gospel parallels therein and shows Jesus' care for women in this situation. 
Session 7 (60:17)--In this final session, Kristi explores the stories of Mary, the mother of Jesus, and the story of Mary and Martha, both kingdom adventures that God invited women to be a part of. 

",Biblical
27,Mysteries of the Messiah: Unveiling Divine Connections from Genesis to Today,"
Description
Are you settling for half the story? Highlighting connections that have been hidden from non-Jewish eyes, Rabbi Jason Sobel will connect the dots between the Old and New Testament, helping you see the Bible with clarity as God intended.Most people--even people of faith--do not understand how the Bible fits together. Too many Christians accept half an inheritance, content to embrace merely the New Testament, while Jewish people may often experience the same by embracing only the Old Testament. But God has an intricate plan and purpose for both the Old and the New.In Mysteries of the Messiah, Rabbi Jason Sobel reveals the many connections in Scripture hidden in plain sight. Known for his emphatic declaration ""but there's more!"" he guides us in seeing the passion and purpose of the Messiah. Mysteries of the Messiah: 
Uncovers connections between the Old and New Testaments
Connects the dots for readers with details about Jesus, the Torah, and biblical characters
Written with the unique perspective of a rabbi with an evangelical theological degree
No matter how many times you have read the Bible, Mysteries of the Messiah will bring fresh perspective and insight. God's Word, written by many people over thousands of years, is not a random selection of people and stories. Rabbi Jason Sobel connects the dots and helps us see with clarity what God intended.
",Biblical
