,title,about,genre
10,The Premonition: A Pandemic Story,"
Description
Fortunately, we are still a nation of skeptics. Fortunately, there are those among us who study pandemics and are willing to look unflinchingly at worst-case scenarios. Michael Lewis's taut and brilliant nonfiction thriller pits a band of medical visionaries against the wall of ignorance that was the official response of the Trump administration to the outbreak of COVID-19.The characters you will meet in these pages are as fascinating as they are unexpected. A thirteen-year-old girl's science project on transmission of an airborne pathogen develops into a very grown-up model of disease control. A local public-health officer uses her worm's-eye view to see what the CDC misses, and reveals great truths about American society. A secret team of dissenting doctors, nicknamed the Wolverines, has everything necessary to fight the pandemic: brilliant backgrounds, world-class labs, prior experience with the pandemic scares of bird flu and swine flu...everything, that is, except official permission to implement their work.Michael Lewis is not shy about calling these people heroes for their refusal to follow directives that they know to be based on misinformation and bad science. Even the internet, as crucial as it is to their exchange of ideas, poses a risk to them. They never know for sure who else might be listening in.
",History
11,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,"
Description
NATIONAL BOOK CRITICS CIRCLE AWARD WINNER - The first full history of Black America's shocking mistreatment as unwilling and unwitting experimental subjects at the hands of the medical establishment. No one concerned with issues of public health and racial justice can afford not to read this masterful book.[Washington] has unearthed a shocking amount of information and shaped it into a riveting, carefully documented book. --New York Times From the era of slavery to the present day, starting with the earliest encounters between Black Americans and Western medical researchers and the racist pseudoscience that resulted, Medical Apartheid details the ways both slaves and freedmen were used in hospitals for experiments conducted without their knowledge--a tradition that continues today within some black populations. It reveals how Blacks have historically been prey to grave-robbing as well as unauthorized autopsies and dissections. Moving into the twentieth century, it shows how the pseudoscience of eugenics and social Darwinism was used to justify experimental exploitation and shoddy medical treatment of Blacks. Shocking new details about the government's notorious Tuskegee experiment are revealed, as are similar, less-well-known medical atrocities conducted by the government, the armed forces, prisons, and private institutions.  The product of years of prodigious research into medical journals and experimental reports long undisturbed, Medical Apartheid reveals the hidden underbelly of scientific research and makes possible, for the first time, an understanding of the roots of the African American health deficit. At last, it provides the fullest possible context for comprehending the behavioral fallout that has caused Black Americans to view researchers--and indeed the whole medical establishment--with such deep distrust.
      ",History
12,"Witches, Midwives, & Nurses (Second Edition): A History of Women Healers","
Description
Witches, Midwives, and Nurses examines how women-led healing was delegitimized to make way for patriarchy, capitalism, and the emerging medical industry.  As we watch another agonizing attempt to shift the future of healthcare in the United States, we are reminded of the longevity of this crisis, and how firmly entrenched we are in a system that doesn't work. First published by the Feminist Press in 1973, Witches, Midwives, and Nurses is an essential book about the corruption of the medical establishment and its historic roots in witch hunters. In this new and updated edition, Barbara Ehrenreich and Deirdre English delve into the current fascination with and controversies about witches, exposing our fears and fantasies. They build on their classic expos on the demonization of women healers and the political and economic monopolization of medicine. This quick history brings us up-to-date, exploring today's changing attitudes toward childbirth, alternative medicine, and modern-day witches.
",History
13,Hatching: Experiments in Motherhood and Technology,"
Description
A provocative examination of reproductive technologies that questions our understanding of fertility, motherhood, and the female body Since the world's first test-tube baby was born in 1978, in vitro fertilization has made the unimaginable possible for millions of people, but its revolutionary potential remains unrealized. Today, fertility centers continue to reinforce conservative norms of motherhood and family, and infertility remains a deeply emotional experience many women are reluctant to discuss.  In this vivid and incisive personal and cultural history, Jenni Quilter explores what it is like to be one of those women, both the site of a bold experiment and a potential mother caught between fearing and yearning. Quilter observes her own experience with the eye of a critic, recounting the pleasures and pains of objectification: how medicine mediates between women and their bodies, how marketing redefines pregnancy and early parenthood as a set of products, how we celebrate the ""natural"" and denigrate the artificial.  With nuance, empathy, and a fierce intellect, Quilter asks urgent questions about what it means to desire a child and how much freedom reproductive technologies actually offer. Her writing embraces the complexities of motherhood and the humanity of IVF: the waiting rooms, the message boards, and the genetic permutations of what a thoroughly modern family might mean.
      ",History
14,Quackery: A Brief History of the Worst Ways to Cure Everything,"
Description
        What won't we try in our quest for perfect health, beauty, and the fountain of youth?  Well, just imagine a time when doctors prescribed morphine for crying infants. When liquefied gold was touted as immortality in a glass. And when strychnine--yes, that strychnine, the one used in rat poison--was dosed like Viagra.  Looking back with fascination, horror, and not a little dash of dark, knowing humor, Quackery recounts the lively, at times unbelievable, history of medical misfires and malpractices. Ranging from the merely weird to the outright dangerous, here are dozens of outlandish, morbidly hilarious ""treatments""--conceived by doctors and scientists, by spiritualists and snake oil salesmen (yes, they literally tried to sell snake oil)--that were predicated on a range of cluelessness, trial and error, and straight-up scams. With vintage illustrations, photographs, and advertisements throughout,  Quackery seamlessly combines macabre humor with science and storytelling to reveal an important and disturbing side of the ever-evolving field of medicine.  
",History
15,The Contagion of Liberty: The Politics of Smallpox in the American Revolution,"
Description
A timely and fascinating account of the raucous public demand for smallpox inoculation during the American Revolution and the origin of vaccination in the United States.The Revolutionary War broke out during a smallpox epidemic, and in response, General George Washington ordered the inoculation of the Continental Army. But Washington did not have to convince fearful colonists to protect themselves against smallpox--they were the ones demanding it. In The Contagion of Liberty, Andrew M. Wehrman describes a revolution within a revolution, where the violent insistence for freedom from disease ultimately helped American colonists achieve independence from Great Britain.Inoculation, a shocking procedure introduced to America by an enslaved African, became the most sought-after medical procedure of the eighteenth century. The difficulty lay in providing it to all Americans and not just the fortunate few. Across the colonies, poor Americans rioted for equal access to medicine, while cities and towns shut down for quarantines. In Marblehead, Massachusetts, sailors burned down an expensive private hospital just weeks after the Boston Tea Party. This thought-provoking history offers a new dimension to our understanding of both the American Revolution and the origins of public health in the United States. The miraculous discovery of vaccination in the early 1800s posed new challenges that upended the revolutionaries' dream of disease eradication, and Wehrman reveals that the quintessentially American rejection of universal health care systems has deeper roots than previously known. During a time when some of the loudest voices in the United States are those clamoring against efforts to vaccinate, this richly documented book will appeal to anyone interested in the history of medicine and politics, or who has questioned government action (or lack thereof) during a pandemic.
",History
16,"The Sawbones Book: The Hilarious, Horrifying Road to Modern Medicine: Paperback Revised and Updated for 2020 NY Times Best Seller Medicine and Science","
Description
New for 2020! Join the 750,000 listeners of the Sawbones Podcast as Dr Sydnee McElroy and her husband Justin humorously discuss centuries of medical myths, mishaps and mayhem, including modern day medicine and pandemics. Newly revised and updated for 2020, this new Paperback edition of the bestselling Sawbones Book gives you a fascinating, horrifying, funny and memorable tour through centuries of medical experimentation and practice (and sometimes malpractice). Learn about trepanation, the COVID-19 pandemic, Norovirus, Chickenpox, Diabetes, and more, all inspired by Sawbones 300+ podcast episodes. Wondering whether eating powdered mummies might be just the thing to cure your ills? Tempted by those vintage ads suggesting you wear radioactive underpants for virility? Ever considered drilling a hole in your head to deal with those pesky headaches? Probably not! But for thousands of years, people have done things like this--and things that make radioactive underpants seem downright sensible! In their hit podcast, Sawbones, Sydnee and Justin McElroy breakdown the weird and wonderful way we got to modern healthcare . . . and some of the terrifying detours along the way. Every week, Dr. Sydnee McElroy and her husband Justin amaze, amuse, and gross out (depending on the week) hundreds of thousands of avid listeners to their podcast, Sawbones. Consistently rated a top podcast on iTunes, with over 15 million total downloads, this rollicking journey through thousands of years of medical mishaps and miracles is not only hilarious but downright educational. While you may never even consider applying boiled weasel to your forehead (once the height of sophistication when it came to headache cures), you will almost certainly face some questionable medical advice in your everyday life (we're looking at you, raw water!) and be better able to figure out if this is a miracle cure (it's not) or a scam. Table of Contents:  Part 1: The Contagious Quarantine The Deadly Parade Detox The Black Plague Pliny the Elder The Man Who Drank Poop Parrot Fever Part II: The Unnvering The Resurrection Men Opium An Electrifying Experience Weight Loss Charcoal Erectile Dysfunction Spontaneous Combustion Trepanation The Doctor Is In Part III: The Gross Mummy Medicine Mercury The Guthole Bromance A Piece of Your Mind The Unkillable Phineas Gage Phrenology Robert Liston Urine Luck! Radium Humorism The Straight Poop The Doctor Is In Part IV: The Weird The Dancing Plague Curtis Howe Springer Smoke 'Em if You Got 'Em A Titanic Case of Nausea Arsenic Paracelsus Honey Self-Experimentation Homeopathy The Doctor Is In Part V: The Awesome The Poison Squad Bloodletting Death by Chocolate John Harvey Kellogg Vinegar Polio Vaccine The Doctor Is In
      ",History
17,"The Great Mortality: An Intimate History of the Black Death, the Most Devastating Plague of All Time","
Description
""Powerful, rich with details, moving, humane, and full of important lessons for an age when weapons of mass destruction are loose among us."" -- Richard Rhodes, Pulitzer Prize-winning author of The Making of the Atomic Bomb The Great Plague is one of the most compelling events in human history--even more so now, when the notion of plague has never loomed larger as a contemporary public concern.The plague that devastated Asia and Europe in the 14th century has been of never-ending interest to both scholarly and general readers. Many books on the plague rely on statistics to tell the story: how many people died; how farm output and trade declined. But statistics can't convey what it was like to sit in Siena or Avignon and hear that a thousand people a day are dying two towns away. Or to have to chose between your own life and your duty to a mortally ill child or spouse. Or to live in a society where the bonds of blood and sentiment and law have lost all meaning, where anyone can murder or rape or plunder anyone else without fear of consequence.In The Great Mortality, author John Kelly lends an air of immediacy and intimacy to his telling of the journey of the plague as it traveled from the steppes of Russia, across Europe, and into England, killing 75 million people--one third of the known population--before it vanished.
",History
18,"A Silent Fire: The Story of Inflammation, Diet, and Disease","
Description
Inflammation is the body's ancestral response to its greatest threats, the first line of defense it deploys against injury and foreign pathogens. But as the threats we face have evolved, new science is uncovering how inflammation may also turn against us, simmering underneath the surface of leading killers from heart disease and cancer to depression, aging, and mysterious autoimmune conditions.In A Silent Fire, gastroenterologist Shilpa Ravella investigates hidden inflammation's emerging role as a common root of modern disease--and how we can control it. We meet the visionary nineteenth-century pathologist who laid the foundation for our modern understanding of inflammation, the eccentric Russian zoologist who discovered one of the cells central to our immune system, and the dedicated researchers advancing the frontiers of medical and nutritional science today. With fascinating case studies, Ravella reveals how we can reform our relationships with food and our microbiomes to benefit our own health and the planet's.Synthesizing medical history, cutting-edge research, and innovative clinical practice, Ravella unveils inflammation as one potential basis for a unifying theory of disease. A paradigm-shifting understanding of one of the most mysterious, buzzed-about topics in medicine and nutrition, A Silent Fire shows us how to live not only long but well.
",History
19,A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,"
Description
""A fascinating tale of poisons and poisonous deeds which both educates and entertains."" --Kathy ReichsA brilliant blend of science and crime, A TASTE FOR POISON reveals how eleven notorious poisons affect the body--through the murders in which they were used.   As any reader of murder mysteries can tell you, poison is one of the most enduring--and popular--weapons of choice for a scheming murderer. It can be slipped into a drink, smeared onto the tip of an arrow or the handle of a door, even filtered through the air we breathe. But how exactly do these poisons work to break our bodies down, and what can we learn from the damage they inflict?  In a fascinating blend of popular science, medical history, and true crime, Dr. Neil Bradbury explores this most morbidly captivating method of murder from a cellular level. Alongside real-life accounts of murderers and their crimes--some notorious, some forgotten, some still unsolved--are the equally compelling stories of the poisons involved: eleven molecules of death that work their way through the human body and, paradoxically, illuminate the way in which our bodies function.  Drawn from historical records and current news headlines, A Taste for Poison weaves together the tales of spurned lovers, shady scientists, medical professionals and political assassins to show how the precise systems of the body can be impaired to lethal effect through the use of poison. From the deadly origins of the gin & tonic cocktail to the arsenic-laced wallpaper in Napoleon's bedroom, A Taste for Poison leads readers on a riveting tour of the intricate, complex systems that keep us alive--or don't.
      ",History
20,"Medical Bondage: Race, Gender, and the Origins of American Gynecology","
Description
The accomplishments of pioneering doctors such as John Peter Mettauer, James Marion Sims, and Nathan Bozeman are well documented. It is also no secret that these nineteenth-century gynecologists performed experimental caesarean sections, ovariotomies, and obstetric fistula repairs primarily on poor and powerless women. Medical Bondage breaks new ground by exploring how and why physicians denied these women their full humanity yet valued them as ""medical superbodies"" highly suited for medical experimentation. In Medical Bondage, Cooper Owens examines a wide range of scientific literature and less formal communications in which gynecologists created and disseminated medical fictions about their patients, such as their belief that black enslaved women could withstand pain better than white ""ladies."" Even as they were advancing medicine, these doctors were legitimizing, for decades to come, groundless theories related to whiteness and blackness, men and women, and the inferiority of other races or nationalities.  Medical Bondage moves between southern plantations and northern urban centers to reveal how nineteenth-century American ideas about race, health, and status influenced doctor-patient relationships in sites of healing like slave cabins, medical colleges, and hospitals. It also retells the story of black enslaved women and of Irish immigrant women from the perspective of these exploited groups and thus restores for us a picture of their lives.
      ",History
21,The Mosquito: A Human History of Our Deadliest Predator,"
Description
**The instant New York Times bestseller***An international bestseller* ""Hugely impressive, a major work.""--NPRA pioneering and groundbreaking work of narrative nonfiction that offers a dramatic new perspective on the history of humankind, showing how through millennia, the mosquito has been the single most powerful force in determining humanity's fate.  Why was gin and tonic the cocktail of choice for British colonists in India and Africa? What does Starbucks have to thank for its global domination? What has protected the lives of popes for millennia? Why did Scotland surrender its sovereignty to England? What was George Washington's secret weapon during the American Revolution?  The answer to all these questions, and many more, is the mosquito.  Across our planet since the dawn of humankind, this nefarious pest, roughly the size and weight of a grape seed, has been at the frontlines of history as the grim reaper, the harvester of human populations, and the ultimate agent of historical change. As the mosquito transformed the landscapes of civilization, humans were unwittingly required to respond to its piercing impact and universal projection of power.  The mosquito has determined the fates of empires and nations, razed and crippled economies, and decided the outcome of pivotal wars, killing nearly half of humanity along the way. She (only females bite) has dispatched an estimated 52 billion people from a total of 108 billion throughout our relatively brief existence. As the greatest purveyor of extermination we have ever known, she has played a greater role in shaping our human story than any other living thing with which we share our global village.  Imagine for a moment a world without deadly mosquitoes, or any mosquitoes, for that matter? Our history and the world we know, or think we know, would be completely unrecognizable.  Driven by surprising insights and fast-paced storytelling, The Mosquito is the extraordinary untold story of the mosquito's reign through human history and her indelible impact on our modern world order.
      ",History
22,Pale Rider: The Spanish Flu of 1918 and How It Changed the World,"
Description
In 1918, the Italian-Americans of New York, the Yupik of Alaska and the Persians of Mashed had almost nothing in common except for a virus--one that triggered the worst pandemic of modern times and had a decisive effect on the history of the twentieth century. The Spanish flu of 1918-1920 was one of the greatest human disasters of all time. It infected a third of the people on Earth--from the poorest immigrants of New York City to the king of Spain, Franz Kafka, Mahatma Gandhi and Woodrow Wilson. But despite a death toll of between 50 and 100 million people, it exists in our memory as an afterthought to World War I. In this gripping narrative history, Laura Spinney traces the overlooked pandemic to reveal how the virus travelled across the globe, exposing mankind's vulnerability and putting our ingenuity to the test. As socially significant as both world wars, the Spanish flu dramatically disrupted--and often permanently altered--global politics, race relations and family structures, while spurring innovation in medicine, religion and the arts. It was partly responsible, Spinney argues, for pushing India to independence, South Africa to apartheid and Switzerland to the brink of civil war. It also created the true ""lost generation."" Drawing on the latest research in history, virology, epidemiology, psychology and economics, Pale Rider masterfully recounts the little-known catastrophe that forever changed humanity.
",History
23,The Web That Has No Weaver: Understanding Chinese Medicine,"
Description
A Doody's Core Title for 2022! The Web That Has No Weaver is the classic, comprehensive guide to the theory and practice of Chinese alternative medicine. This accessible and invaluable resource has earned its place as the foremost authority in synthesizing Western and Eastern healing practices. This revised edition is the product of years of further reflection on ancient Chinese sources and active involvement in cutting-edge scientific research. 
",History
24,The Sick Rose: Disease and the Art of Medical Illustration,"
Description
Bizarre and captivating images, including close-up details and revealing cross-sections, make all too clear the fascinations of both doctors and artists of the timeThe Sick Rose is a visual tour through the golden age of medical illustration. The nineteenth century experienced an explosion of epidemics such as cholera and diphtheria, driven by industrialization, urbanization and poor hygiene. In this pre-color-photography era, accurate images were relied upon to teach students and aid diagnosis. The best examples, featured here, are remarkable pieces of art that attempted to elucidate the mysteries of the body, and the successive onset of each affliction. Bizarre and captivating images, including close-up details and revealing cross-sections, make all too clear the fascinations of both doctors and artists of the time. Barnett illuminates the fears and obsessions of a society gripped by disease, yet slowly coming to understand and combat it. The age also saw the acceptance of vaccination and the germ theory, and notable diagrams that transformed public health, such as John Snow's cholera map and Florence Nightingale's pioneering histograms, are included and explained. Organized by disease, The Sick Rose ranges from little-known ailments now all but forgotten to the epidemics that shaped the modern age. It is a fascinating Wunderkammer of a book that will enthrall artists, students, designers, scientists and the incurably curious everywhere.
      ",History
25,"Maladies of Empire: How Colonialism, Slavery, and War Transformed Medicine","
Description
A sweeping global history that looks beyond European urban centers to show how slavery, colonialism, and war propelled the development of modern medicine. Most stories of medical progress come with ready-made heroes. John Snow traced the origins of London's 1854 cholera outbreak to a water pump, leading to the birth of epidemiology. Florence Nightingale's contributions to the care of soldiers in the Crimean War revolutionized medical hygiene, transforming hospitals from crucibles of infection to sanctuaries of recuperation. Yet histories of individual innovators ignore many key sources of medical knowledge, especially when it comes to the science of infectious disease. Reexamining the foundations of modern medicine, Jim Downs shows that the study of infectious disease depended crucially on the unrecognized contributions of nonconsenting subjects--conscripted soldiers, enslaved people, and subjects of empire. Plantations, slave ships, and battlefields were the laboratories in which physicians came to understand the spread of disease. Military doctors learned about the importance of air quality by monitoring Africans confined to the bottom of slave ships. Statisticians charted cholera outbreaks by surveilling Muslims in British-dominated territories returning from their annual pilgrimage. The field hospitals of the Crimean War and the US Civil War were carefully observed experiments in disease transmission. The scientific knowledge derived from discarding and exploiting human life is now the basis of our ability to protect humanity from epidemics. Boldly argued and eye-opening, Maladies of Empire gives a full account of the true price of medical progress.
      ",History
26,Histories of the Transgender Child,"
Description
A groundbreaking twentieth-century history of transgender children  With transgender rights front and center in American politics, media, and culture, the pervasive myth still exists that today's transgender children are a brand new generation--pioneers in a field of new obstacles and hurdles. Histories of the Transgender Child shatters this myth, uncovering a previously unknown twentieth-century history when transgender children not only existed but preexisted the term transgender and its predecessors, playing a central role in the medicalization of trans people, and all sex and gender.Beginning with the early 1900s when children with ""ambiguous"" sex first sought medical attention, to the 1930s when transgender people began to seek out doctors involved in altering children's sex, to the invention of the category gender, and finally the 1960s and '70s when, as the field institutionalized, transgender children began to take hormones, change their names, and even access gender confirmation, Julian Gill-Peterson reconstructs the medicalization and racialization of children's bodies. Throughout, they foreground the racial history of medicine that excludes black and trans of color children through the concept of gender's plasticity, placing race at the center of their analysis and at the center of transgender studies.Until now, little has been known about early transgender history and life and its relevance to children. Using a wealth of archival research from hospitals and clinics, including incredible personal letters from children to doctors, as well as scientific and medical literature, this book reaches back to the first half of the twentieth century--a time when the category transgender was not available but surely existed, in the lives of children and parents.
",History
