,title,about,genre
10,"The Price of Peace: Money, Democracy, and the Life of John Maynard Keynes","
Description
NEW YORK TIMES BESTSELLER - An ""outstanding new intellectual biography of John Maynard Keynes [that moves] swiftly along currents of lucidity and wit"" (The New York Times), illuminating the world of the influential economist and his transformative ideas ""A timely, lucid and compelling portrait of a man whose enduring relevance is always heightened when crisis strikes.""--The Wall Street Journal WINNER: The Arthur Ross Book Award Gold Medal - The Hillman Prize for Book Journalism FINALIST: The National Book Critics Circle Award - The Sabew Best in Business Book Award NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY PUBLISHERS WEEKLY AND ONE OF THE BEST BOOKS OF THE YEAR BY Jennifer Szalai, The New York Times - The Economist - Bloomberg - Mother Jones  At the dawn of World War I, a young academic named John Maynard Keynes hastily folded his long legs into the sidecar of his brother-in-law's motorcycle for an odd, frantic journey that would change the course of history. Swept away from his placid home at Cambridge University by the currents of the conflict, Keynes found himself thrust into the halls of European treasuries to arrange emergency loans and packed off to America to negotiate the terms of economic combat. The terror and anxiety unleashed by the war would transform him from a comfortable obscurity into the most influential and controversial intellectual of his day--a man whose ideas still retain the power to shock in our own time. Keynes was not only an economist but the preeminent anti-authoritarian thinker of the twentieth century, one who devoted his life to the belief that art and ideas could conquer war and deprivation. As a moral philosopher, political theorist, and statesman, Keynes led an extraordinary life that took him from intimate turn-of-the-century parties in London's riotous Bloomsbury art scene to the fevered negotiations in Paris that shaped the Treaty of Versailles, from stock market crashes on two continents to diplomatic breakthroughs in the mountains of New Hampshire to wartime ballet openings at London's extravagant Covent Garden. Along the way, Keynes reinvented Enlightenment liberalism to meet the harrowing crises of the twentieth century. In the United States, his ideas became the foundation of a burgeoning economics profession, but they also became a flash point in the broader political struggle of the Cold War, as Keynesian acolytes faced off against conservatives in an intellectual battle for the future of the country--and the world. Though many Keynesian ideas survived the struggle, much of the project to which he devoted his life was lost. In this riveting biography, veteran journalist Zachary D. Carter unearths the lost legacy of one of history's most fascinating minds. The Price of Peace revives a forgotten set of ideas about democracy, money, and the good life with transformative implications for today's debates over inequality and the power politics that shape the global order. LONGLISTED FOR THE CUNDILL HISTORY PRIZE
",Philosophers
11,Memoirs of a Dutiful Daughter,"
Description
""[Beauvoir's] graciously written memoirs carry distinct appeal in recording the emotional and intellectual birth pangs of a fascinating woman."" --TimeA superb autobiography by one of the great literary figures of the twentieth century, Simone de Beauvoir's Memoirs of a Dutiful Daughter offers an intimate picture of growing up in a bourgeois French family, rebelling as an adolescent against the conventional expectations of her class, and striking out on her own with an intellectual and existential ambition exceedingly rare in a young woman in the 1920s.Beauvoir vividly evokes her friendships, love interests, mentors, and the early days of the most important relationship of her life, with fellow student Jean-Paul Sartre, against the backdrop of a turbulent political time.
",Philosophers
12,Aristotle's Way: How Ancient Wisdom Can Change Your Life,"
Description
From renowned classicist Edith Hall, ARISTOTLE'S WAY is an examination of one of history's greatest philosophers, showing us how to lead happy, fulfilled, and meaningful lives Aristotle was the first philosopher to inquire into subjective happiness, and he understood its essence better and more clearly than anyone since. According to Aristotle, happiness is not about well-being, but instead a lasting state of contentment, which should be the ultimate goal of human life. We become happy through finding a purpose, realizing our potential, and modifying our behavior to become the best version of ourselves. With these objectives in mind, Aristotle developed a humane program for becoming a happy person, which has stood the test of time, comprising much of what today we associate with the good life: meaning, creativity, and positivity. Most importantly, Aristotle understood happiness as available to the vast majority us, but only, crucially, if we decide to apply ourselves to its creation--and he led by example. As Hall writes, If you believe that the goal of human life is to maximize happiness, then you are a budding Aristotelian. In expert yet vibrant modern language, Hall lays out the crux of Aristotle's thinking, mixing affecting autobiographical anecdotes with a deep wealth of classical learning. For Hall, whose own life has been greatly improved by her understanding of Aristotle, this is an intensely personal subject. She distills his ancient wisdom into ten practical and universal lessons to help us confront life's difficult and crucial moments, summarizing a lifetime of the most rarefied and brilliant scholarship.
      ",Philosophers
13,The New Negro: The Life of Alain Locke,"
Description
        A tiny, fastidiously dressed man emerged from Black Philadelphia around the turn of the century to mentor a generation of young artists including Langston Hughes, Zora Neale Hurston, and Jacob Lawrence and call them the New Negro -- the creative African Americans whose art, literature, music, and drama would inspire Black people to greatness. In the prize-winning The New Negro: The Life of Alain Locke, Jeffrey C. Stewart offers the definitive biography of the father of the Harlem Renaissance, based on the extant primary sources of his life and on interviews with those who knew him personally. He narrates the education of Locke, includinghis becoming the first African American Rhodes Scholar and earning a PhD in philosophy at Harvard University, and his long career as a professor at Howard University. Locke also received a cosmopolitan, aesthetic education through his travels in continental Europe, where he came to appreciate thebeauty of art and experienced a freedom unknown to him in the United States. And yet he became most closely associated with the flowering of Black culture in Jazz Age America and his promotion of the literary and artistic work of African Americans as the quintessential creations of Americanmodernism. In the process he looked to Africa to find the proud and beautiful roots of the race. Shifting the discussion of race from politics and economics to the arts, he helped establish the idea that Black urban communities could be crucibles of creativity. Stewart explores both Locke'sprofessional and private life, including his relationships with his mother, his friends, and his white patrons, as well as his lifelong search for love as a gay man. Stewart's thought-provoking biography recreates the worlds of this illustrious, enigmatic man who, in promoting the cultural heritage of Black people, became--in the process--a New Negro himself.
",Philosophers
14,"Time of the Magicians: Wittgenstein, Benjamin, Cassirer, Heidegger, and the Decade That Reinvented Philosophy","
Description
""[A] fascinating and accessible account . . . In his entertaining book, Mr. Eilenberger shows that his magicians' thoughts are still worth collecting, even if, with hindsight, we can see that some performed too many intellectual conjuring tricks."" --Wall Street Journal A grand narrative of the intertwining lives of Walter Benjamin, Martin Heidegger, Ludwig Wittgenstein, and Ernst Cassirer, major philosophers whose ideas shaped the twentieth century The year is 1919. The horror of the First World War is fresh for the protagonists of Time of the Magicians, each of whom finds himself at a crucial juncture. Benjamin is trying to flee his overbearing father and floundering in his academic career, living hand to mouth as a critic. Wittgenstein, by contrast, has dramatically decided to divest himself of the monumental fortune he stands to inherit, in search of spiritual clarity. Meanwhile, Heidegger, having managed to avoid combat in war by serving as a meteorologist, is carefully cultivating his career. Finally, Cassirer is working furiously on the margins of academia, applying himself to his writing and the possibility of a career at Hamburg University. The stage is set for a great intellectual drama, which will unfold across the next decade. The lives and ideas of this extraordinary philosophical quartet will converge as they become world historical figures. But as the Second World War looms on the horizon, their fates will be very different.
      ",Philosophers
15,Lives of the Eminent Philosophers: Compact Edition,"
Description
        Everyone wants to live a meaningful life. Long before our own day of self-help books offering twelve-step programs and other guides to attain happiness, the philosophers of ancient Greece explored the riddle of what makes a life worth living, producing a wide variety of ideas and examples tofollow. This rich tradition was recast by Diogenes Laertius into an anthology, a miscellany of maxims and anecdotes, that generations of Western readers have consulted for edification as well as entertainment ever since the Lives of the Eminent Philosophers, first compiled in the third century AD, came to prominence in Renaissance Italy. To this day, it remains a crucial source for much of what we know about the origins and practice of philosophy in ancient Greece, covering a longer period of time and a larger number of figures-from Pythagoras and Socrates to Aristotle and Epicurus-than anyother ancient source.
      ",Philosophers
16,Thus Spoke Zarathustra: A Book for Everyone and No One,"
Description
Friedrich Nietzsche's most accessible and influential philosophical work, misquoted, misrepresented, brilliantly original and enormously influential Nietzsche was one of the most revolutionary and subversive thinkers in Western philosophy, and Thus Spoke Zarathustra remains his most famous and influential work. It describes how the ancient Persian prophet Zarathustra descends from his solitude in the mountains to tell the world that God is dead and that the Superman, the human embodiment of divinity, is his successor. Nietzsche's utterance 'God is dead', his insistence that the meaning of life is to be found in purely human terms, and his doctrine of the Superman and the will to power were all later seized upon and unrecognisably twisted by, among others, Nazi intellectuals. With blazing intensity and poetic brilliance, Nietzsche argues that the meaning of existence is not to be found in religious pieties or meek submission to authority, but in an all-powerful life force: passionate, chaotic and free. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.
      ",Philosophers
17,The Hero's Journey: Joseph Campbell on His Life and Work,"
Description
        Joseph Campbell, arguably the greatest mythologist of the twentieth century, was certainly one of our greatest storytellers. This masterfully crafted book interweaves conversations between Campbell and some of the people he inspired, including poet Robert Bly, anthropologist Angeles Arrien, filmmaker David Kennard, Doors drummer John Densmore, psychiatric pioneer Stanislov Grof, Nobel laureate Roger Guillemen, and others. Campbell reflects on subjects ranging from the origins and functions of myth, the role of the artist, and the need for ritual to the ordeals of love and romance. With poetry and humor, Campbell recounts his own quest and conveys the excitement of his lifelong exploration of our mythic traditions, what he called ""the one great story of mankind.""
      ",Philosophers
18,Journey to the Edge of Reason: The Life of Kurt Gödel,"
Description
Nearly a hundred years after its publication, Kurt Gödel's famous proof that every mathematical system must contain propositions that are true--yet never provable--continues to unsettle mathematics, philosophy, and computer science. Yet unlike Einstein, with whom he formed a warm and abiding friendship, Gödel has long escaped all but the most casual scrutiny of his life.Stephen Budiansky's Journey to the Edge of Reason is the first biography to fully draw upon Gödel's voluminous letters and writings--including a never-before-transcribed shorthand diary of his most intimate thoughts--to explore Gödel's profound intellectual friendships, his moving relationship with his mother, his troubled yet devoted marriage, and the debilitating bouts of paranoia that ultimately took his life. It also offers an intimate portrait of the scientific and intellectual circles in prewar Vienna, a haunting account of Gödel's and Jewish intellectuals' flight from Austria and Germany at the start of the Second World War, and a vivid re-creation of the early days of the Institute for Advanced Study in Princeton, NJ, where Gödel and Einstein both worked.Eloquent and insightful, Journey to the Edge of Reason is a fully realized portrait of the odd, brilliant, and tormented man who has been called the greatest logician since Aristotle, and illuminates the far-reaching implications of Gödel's revolutionary ideas for philosophy, mathematics, artificial intelligence, and man's place in the cosmos.
",Philosophers
19,In Praise of Failure: Four Lessons in Humility,"
Description
Squarely challenging a culture obsessed with success, an acclaimed philosopher argues that failure is vital to a life well lived, curing us of arrogance and self-deception and engendering humility instead. Our obsession with success is hard to overlook. Everywhere we compete, rank, and measure. Yet this relentless drive to be the best blinds us to something vitally important: the need to be humble in the face of life's challenges. Costica Bradatan mounts his case for failure through the stories of four historical figures who led lives of impact and meaning--and assiduously courted failure. Their struggles show that engaging with our limitations can be not just therapeutic but transformative. In Praise of Failure explores several arenas of failure, from the social and political to the spiritual and biological. It begins by examining the defiant choices of the French mystic Simone Weil, who, in sympathy with exploited workers, took up factory jobs that her frail body could not sustain. From there we turn to Mahatma Gandhi, whose punishing quest for purity drove him to ever more extreme acts of self-abnegation. Next we meet the self-styled loser E. M. Cioran, who deliberately turned his back on social acceptability, and Yukio Mishima, who reveled in a distinctly Japanese preoccupation with the noble failure, before looking to Seneca to tease out the ingredients of a good life. Gleefully breaching the boundaries between argument and storytelling, scholarship and spiritual quest, Bradatan concludes that while success can make us shallow, our failures can lead us to humbler, more attentive, and better lived lives. We can do without success, but we are much poorer without the gifts of failure.
      ",Philosophers
20,Machiavelli: The Art of Teaching People What to Fear,"
Description
A NEW YORK TIMES EDITORS' CHOICE In a series of poignant vignettes, a preeminent historian makes a compelling case for Machiavelli as an unjustly maligned figure with valuable political insights that resonate as strongly today as they did in his time.  Whenever a tempestuous period in history begins, Machiavelli is summoned, because he is known as one for philosophizing in dark times. In fact, since his death in 1527, we have never ceased to read him to pull ourselves out of torpors. But what do we really know about this man apart from the term invented by his detractors to refer to that political evil, Machiavellianism? It was Machiavelli's luck to be disappointed by every statesman he encountered throughout his life--that was why he had to write The Prince. If the book endeavors to dissociate political action from common morality, the question still remains today, not why, but for whom Machiavelli wrote. For princes, or for those who want to resist them? Is the art of governing to take power or to keep it? And what is ""the people?"" Can they govern themselves? Beyond cynical advice for the powerful, Machiavelli meditates profoundly on the idea of popular sovereignty, because the people know best who oppresses them. With verve and a delightful erudition, Patrick Boucheron sheds light on the life and works of this unclassifiable visionary, illustrating how we can continue to use him as a guide in times of crisis.
      ",Philosophers
21,A Treatise of Human Nature,"
Description
One of the greatest of all philosophical works, covering knowledge, imagination, emotion, morality, and justice. -- Baroness Warnock, The ListPublished in the mid-18th century and received with indifference (it fell dead-born from the press, noted the author), David Hume's comprehensive three-volume A Treatise of Human Nature has withstood the test of time and has had enormous impact on subsequent philosophical thought. Hume -- whom Kant famously credited with having interrupted my dogmatic slumber and gave my investigations in the field of speculative philosophy a quite new direction -- intended this work as an observationally grounded study of human nature. He employed John Locke's empiric principles, constructing a theory of knowledge to serve as a foundation for the evaluation of metaphysical ideas.Reprinted here in one volume, the Treatise begins with an examination of the nature of ideas: their origins and connections, modes and substance, and abstract qualities. The work's considerations of existence, knowledge, and identity explore the ways in which people use these concepts as a basis for firm but unproven beliefs. The second part surveys the passions, from pride and humility to contempt and respect, analyzing their roles in human choices and actions. The book concludes with a meditation on morals and an in-depth explanation of the perceived distinctions between virtue and vice.One of philosophy's most important works and a key to modern studies of 18th-century Western thought, A Treatise of Human Nature is essential reading for all students of philosophy and history.
",Philosophers
22,"Hayek: A Life, 1899-1950","
Description
The definitive account of the distinguished economist's formative years.  Few twentieth-century figures have been lionized and vilified in such equal measure as Friedrich Hayek--economist, social theorist, leader of the Austrian school of economics, and champion of classical liberalism. Hayek's erudite arguments in support of individualism and the market economy have attracted a devout following, including many at the levers of power in business and government. Critics, meanwhile, cast Hayek as the intellectual forefather of ""neoliberalism"" and of all the evils they associate with that pernicious doctrine.  In Hayek: A Life, historians of economics Bruce Caldwell and Hansjörg Klausinger draw on never-before-seen archival and family material to produce an authoritative account of the influential economist's first five decades. This includes portrayals of his early career in Vienna; his relationships in London and Cambridge; his family disputes; and definitive accounts of the creation of The Road to Serfdom and of the founding meeting of the Mont Pèlerin Society.  A landmark work of history and biography, Hayek: A Life is a major contribution both to our cultural accounting of a towering figure and to intellectual history itself.
      ",Philosophers
23,Alasdair MacIntyre: An Intellectual Biography,"
Description
This award-winning biography, now available for the first time in English, presents an illuminating introduction to Alasdair MacIntyre and locates his thinking in the intellectual milieu of twentieth-century philosophy.Winner of the prestigious 2005 Philippe Habert Prize, the late Émile Perreau-Saussine's Alasdair MacIntyre: Une biographie intellectuelle stands as a definitive introduction to the life and work of one of today's leading moral philosophers. With Nathan J. Pinkoski's translation, this long-awaited, critical examination of MacIntyre's thought is now available to English readers for the first time, including a foreword by renowned philosopher Pierre Manent.Amid the confusions and contradictions of our present philosophical landscape, few have provided the clarity of thought and shrewdness of diagnosis like Alasdair MacIntyre. In this study, Perreau-Saussine guides his readers through MacIntyre's lifelong project by tracking his responses to liberalism's limitations in light of the human search for what is good and true in politics, philosophy, and theology. The portrait that emerges is one of an intellectual giant who comes to oppose modern liberal individualism's arguably singular focus on averting evil at the expense of a concerted pursuit of human goods founded upon moral and practical reasoning. Although throughout his career MacIntyre would engage with a number of theoretical and practical standpoints in service of his critique of liberalism, not the least of which was his early and later abandoned dalliance with Marxism, Perreau-Saussine convincingly shows how the Scottish philosopher came to hold that Aristotelian Thomism provides the best resources to counter what he perceives as the failure of the liberal project. Readers of MacIntyre's works, as well as scholars and students of moral philosophy, the history of philosophy, and theology, will find this translation to be an essential addition to their collection.
",Philosophers
24,How to Think Like a Woman: Four Women Philosophers Who Taught Me How to Love the Life of the Mind,"
Description
From a bold new voice in nonfiction, an exhilarating account of the lives and works of influential 17th and 18th century feminist philosophers Mary Wollstonecraft and her predecessors who have been written out of history, and a searing look at the author's experience of patriarchy and sexism in academiaAs a young woman growing up in small-town Iowa, Regan Penaluna daydreamed about the big questions: Who are we and what is this strange world we find ourselves in? In college she fell in love with philosophy and chose to pursue it as an academician, the first step, she believed, to becoming a self-determined person living a life of the mind. What Penaluna didn't realize was that the Western philosophical canon taught in American universities, as well as the culture surrounding it, would slowly grind her down through its misogyny, its harassment, its devaluation of women and their intellect. Where were the women philosophers?One day, in an obscure monograph, Penaluna came across Damaris Cudworth Masham's name. The daughter of philosopher Ralph Cudworth and a contemporary of John Locke, Masham wrote about knowledge and God, and the condition of women. Masham's work led Penaluna to other remarkable women philosophers of the era: Mary Astell, who moved to London at age twenty-one and made a living writing philosophy; Catharine Cockburn, a philosopher, novelist, and playwright; and the better-known Mary Wollstonecraft, who wrote extensively in defense of women's minds. Together, these women rekindled Penaluna's love of philosophy and awakened her feminist consciousness.In How to Think Like a Woman, Regan Penaluna blends memoir, biography, and criticism to tell the stories of these four women, weaving throughout an alternative history of philosophy as well as her own search for love and truth. Funny, honest, and wickedly intelligent, this is a moving meditation on what philosophy could look like if women were treated equally.
      ",Philosophers
