,title,about,genre
10,Things We Never Got Over,"
Description
Bearded, bad-boy barber Knox prefers to live his life the way he takes his coffee: Alone. Unless you count his basset hound, Waylon.Knox doesn't tolerate drama, even when it comes in the form of a stranded runaway bride.Naomi wasn't just running away from her wedding. She was riding to the rescue of her estranged twin to Knockemout, Virginia, a rough-around-the-edges town where disputes are settled the old-fashioned way...with fists and beer. Usually in that order.Too bad for Naomi her evil twin hasn't changed at all. After helping herself to Naomi's car and cash, Tina leaves her with something unexpected. The niece Naomi didn't know she had. Now she's stuck in town with no car, no job, no plan, and no home with an 11-year-old going on thirty to take care of.There's a reason Knox doesn't do complications or high-maintenance women, especially not the romantic ones. But since Naomi's life imploded right in front of him, the least he can do is help her out of her jam. And just as soon as she stops getting into new trouble he can leave her alone and get back to his peaceful, solitary life.At least, that's the plan until the trouble turns to real danger.
",Romance
11,Funny You Should Ask,"
Description
NATIONAL BESTSELLER - A restless young journalist with big dreams interviews a Hollywood heartthrob--and reunites with him ten years later to discover exactly how he feels about her in this sexy and engrossing novel ""You will absolutely devour this book. It's filled with delightful banter, hot romance, and a love story that's worthy of the big screen.""--Kate Spencer, author of In a New York Minute and host of Forever35 ONE OF THE BEST BOOKS OF THE YEAR: NPR Then. Twenty-something writer Chani Horowitz is stuck. While her former MFA classmates are nabbing high-profile book deals, all she does is churn out puff pieces. Then she's hired to write a profile of movie star Gabe Parker: her number one celebrity crush and the latest James Bond. All Chani wants to do is keep her cool and nail the piece. But what comes next proves to be life changing in ways she never saw coming, as the interview turns into a whirlwind weekend that has the tabloids buzzing--and Chani getting closer to Gabe than she had planned. Now. Ten years later, after a brutal divorce and a healthy dose of therapy, Chani is back in Los Angeles as a successful writer with the career of her dreams. Except that no matter what new essay collection or online editorial she's promoting, someone always asks about The Profile. It always comes back to Gabe. So when his PR team requests that they reunite for a second interview, she wants to say no. She wants to pretend that she's forgotten about the time they spent together. But the truth is that Chani wants to know if those seventy-two hours were as memorable to Gabe as they were to her. And so . . . she says yes. Alternating between their first meeting and their reunion a decade later, this deliciously irresistible novel will have you hanging on until the last word.
      ",Romance
12,Beach Read,"
Description
FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF PEOPLE WE MEET ON VACATION AND BOOK LOVERS! A romance writer who no longer believes in love and a literary writer stuck in a rut engage in a summer-long challenge that may just upend everything they believe about happily ever afters. Augustus Everett is an acclaimed author of literary fiction. January Andrews writes bestselling romance. When she pens a happily ever after, he kills off his entire cast. They're polar opposites. In fact, the only thing they have in common is that for the next three months, they're living in neighboring beach houses, broke, and bogged down with writer's block. Until, one hazy evening, one thing leads to another and they strike a deal designed to force them out of their creative ruts: Augustus will spend the summer writing something happy, and January will pen the next Great American Novel. She'll take him on field trips worthy of any rom-com montage, and he'll take her to interview surviving members of a backwoods death cult (obviously). Everyone will finish a book and no one will fall in love. Really.
      ",Romance
13,November 9,"
Description
Beloved #1 New York Times bestselling author of It Starts with Us, It Ends with Us,  and All Your Perfects returns with an unforgettable love story between a writer and his unexpected muse. Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in Los Angeles together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist. Can Ben's relationship with Fallon--and simultaneously his novel--be considered a love story if it ends in heartbreak?
      ",Romance
14,People We Meet on Vacation,"
Description
From the #1 New York Times bestselling author of Book Lovers and Beach Read comes a sparkling novel that will leave you with the warm, hazy afterglow usually reserved for the best vacations.Two best friends. Ten summer trips. One last chance to fall in love.Poppy and Alex. Alex and Poppy. They have nothing in common. She's a wild child; he wears khakis. She has insatiable wanderlust; he prefers to stay home with a book. And somehow, ever since a fateful car share home from college many years ago, they are the very best of friends. For most of the year they live far apart--she's in New York City, and he's in their small hometown--but every summer, for a decade, they have taken one glorious week of vacation together. Until two years ago, when they ruined everything. They haven't spoken since. Poppy has everything she should want, but she's stuck in a rut. When someone asks when she was last truly happy, she knows, without a doubt, it was on that ill-fated, final trip with Alex. And so, she decides to convince her best friend to take one more vacation together--lay everything on the table, make it all right. Miraculously, he agrees. Now she has a week to fix everything. If only she can get around the one big truth that has always stood quietly in the middle of their seemingly perfect relationship. What could possibly go wrong? Named a Most Anticipated Book of 2021 by Newsweek ∙ Oprah Magazine ∙ The Skimm ∙ Marie Claire ∙ Parade ∙ The Wall Street Journal ∙ Chicago Tribune ∙ PopSugar ∙ BookPage ∙ BookBub ∙ Betches ∙ SheReads ∙ Good Housekeeping ∙ BuzzFeed ∙ Business Insider ∙ Real Simple ∙ Frolic ∙ and more!
",Romance
15,One Day in December,"
Description
 #1 NEW YORK TIMES BESTSELLER - ""Get ready to be swept up in a whirlwind romance. It absolutely charmed me.""--Reese Witherspoon (A Reese Witherspoon Book Club Pick) ""The perfect book to get lost in . . . Josie Silver's characters sneak their way into your heart and stay.""--Jill Santopolo, author of The Light We Lost Two people. Ten chances. One unforgettable love story. Laurie is pretty sure love at first sight doesn't exist anywhere but the movies. But then, through a misted-up bus window one snowy December day, she sees a man who she knows instantly is the one. Their eyes meet, there's a moment of pure magic...and then her bus drives away.  Certain they're fated to find each other again, Laurie spends a year scanning every bus stop and cafe in London for him. But she doesn't find him, not when it matters anyway. Instead they reunite at a Christmas party, when her best friend Sarah giddily introduces her new boyfriend to Laurie. It's Jack, the man from the bus. It would be.  What follows for Laurie, Sarah and Jack is ten years of friendship, heartbreak, missed opportunities, roads not taken, and destinies reconsidered. One Day in December is a joyous, heartwarming and immensely moving love story to escape into and a reminder that fate takes inexplicable turns along the route to happiness.
      ",Romance
16,Ugly Love,"
Description
From Colleen Hoover, the #1 New York Times bestselling author of It Starts with Us and It Ends with Us, a heart-wrenching love story that proves attraction at first sight can be messy.  When Tate Collins meets airline pilot Miles Archer, she doesn't think it's love at first sight. They wouldn't even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn't want love, she doesn't have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her. Never ask about the past.  Don't expect a future. They think they can handle it, but realize almost immediately they can't handle it at all. Hearts get infiltrated.  Promises get broken.  Rules get shattered. Love gets ugly.
      ",Romance
17,One True Loves,"
Description
* Soon to be a major film! * Author of the New York Times bestselling author of The Seven Husbands of Evelyn Hugo *  Named a Best Book of Summer by Cosmopolitan * InStyle * Redbook * Us Weekly * PopSugar * Buzzfeed * Bustle * Brit+Co * Parade  ""No one does life and love better."" -InStyle ""Earth-shaking...you will flip for this epic love story."" -Cosmopolitan ""Reid's heartwrenching tale asks if it's possible to have multiple soul mates."" --Us Weekly From the author of Maybe in Another Life--named a People Magazine pick--comes a breathtaking new love story about a woman unexpectedly forced to choose between the husband she has long thought dead and the fiancé who has finally brought her back to life. In her twenties, Emma Blair marries her high school sweetheart, Jesse. They build a life for themselves, far away from the expectations of their parents and the people of their hometown in Massachusetts. They travel the world together, living life to the fullest and seizing every opportunity for adventure. On their first wedding anniversary, Jesse is on a helicopter over the Pacific when it goes missing. Just like that, Jesse is gone forever. Emma quits her job and moves home in an effort to put her life back together. Years later, now in her thirties, Emma runs into an old friend, Sam, and finds herself falling in love again. When Emma and Sam get engaged, it feels like Emma's second chance at happiness. That is, until Jesse is found. He's alive, and he's been trying all these years to come home to her. With a husband and a fiancé, Emma has to now figure out who she is and what she wants, while trying to protect the ones she loves. Who is her one true love? What does it mean to love truly? Emma knows she has to listen to her heart. She's just not sure what it's saying.
      ",Romance
18,Tis the Season for Revenge,"
Description
Abbie Keller thought that Richard Bartholemew Benson the Third would be her forever. In their four years of dating, she never doubted that she wouldn't end up with his grandmother's engagement ring on her finger. Sure, she had to change a few things about herself to fit that mold, like dying her hair, dressing more conservatively, and finding golf enjoyable (honestly the most difficult of the changes), but she was sure that at the end of it all, it would be worth it.That is, until he leaves her crying outside her apartment wearing a Halloween costume, having broken it off with her because she's just not serious enough. She was just fun, he tells her - and now that Richard has becoming a partner at his law firm in his sights, he needs to focus on work.So she does what every girl does when she's broken up with: she calls her friends, gets drunk, dyes her hair, and formulates her plan for revenge. It just so happens that the universe supports her efforts and gives her the perfect match to prove to her ex that he made a huge mistake: his boss.Abbie starts dating the founding partner of Richard's law firm, Damien Martinez, with one thing in mind: convincing him to invite her to the huge annual Christmas party as his date.But when the relationship starts to become something more than casual dating and Abbie sees that the tough New York lawyer has a soft side, will she be able to follow through with her plan of deceit?
",Romance
19,Love and Other Words,"
Description
After a decade apart, childhood sweethearts reconnect by chance in New York Times bestselling author Christina Lauren's touching, romantic novel Love and Other Words...how many words will it take for them to figure out where it all
",Romance
20,One Italian Summer,"
Description
INSTANT NEW YORK TIMES BESTSELLER ""[A] magical trip worth taking."" --Associated Press  ""Rebecca Serle is a maestro of love in all its forms."" --Gabrielle Zevin, New York Times bestselling author  The New York Times bestselling author of In Five Years returns with a powerful novel about the transformational love between mothers and daughters set on the breathtaking Amalfi Coast. When Katy's mother dies, she is left reeling. Carol wasn't just Katy's mom, but her best friend and first phone call. She had all the answers and now, when Katy needs her the most, she is gone. To make matters worse, their planned mother-daughter trip of a lifetime looms: to Positano, the magical town where Carol spent the summer right before she met Katy's father. Katy has been waiting years for Carol to take her, and now she is faced with embarking on the adventure alone. But as soon as she steps foot on the Amalfi Coast, Katy begins to feel her mother's spirit. Buoyed by the stunning waters, beautiful cliffsides, delightful residents, and, of course, delectable food, Katy feels herself coming back to life. And then Carol appears--in the flesh, healthy, sun-tanned, and thirty years old. Katy doesn't understand what is happening, or how--all she can focus on is that she has somehow, impossibly, gotten her mother back. Over the course of one Italian summer, Katy gets to know Carol, not as her mother, but as the young woman before her. She is not exactly who Katy imagined she might be, however, and soon Katy must reconcile the mother who knew everything with the young woman who does not yet have a clue. Rebecca Serle's next great love story is here, and this time it's between a mother and a daughter. With her signature ""heartbreaking, redemptive, and authentic"" (Jamie Ford, New York Times bestselling author) prose, Serle has crafted a transcendent novel about how we move on after loss, and how the people we love never truly leave us.
      ",Romance
21,Eleanor Oliphant Is Completely Fine,"
Description
#1 NEW YORK TIMES BESTSELLER A Reese Witherspoon Book Club Pick ""Beautifully written and incredibly funny, Eleanor Oliphant Is Completely Fine is about the importance of friendship and human connection. I fell in love with Eleanor, an eccentric and regimented loner whose life beautifully unfolds after a chance encounter with a stranger; I think you will fall in love, too!"" --Reese WitherspoonNo one's ever told Eleanor that life should be better than fine.  Meet Eleanor Oliphant: She struggles with appropriate social skills and tends to say exactly what she's thinking. Nothing is missing in her carefully timetabled life of avoiding social interactions, where weekends are punctuated by frozen pizza, vodka, and phone chats with Mummy.  But everything changes when Eleanor meets Raymond, the bumbling and deeply unhygienic IT guy from her office. When she and Raymond together save Sammy, an elderly gentleman who has fallen on the sidewalk, the three become the kinds of friends who rescue one another from the lives of isolation they have each been living. And it is Raymond's big heart that will ultimately help Eleanor find the way to repair her own profoundly damaged one. Soon to be a major motion picture produced by Reese Witherspoon, Eleanor Oliphant Is Completely Fine is the smart, warm, and uplifting story of an out-of-the-ordinary heroine whose deadpan weirdness and unconscious wit make for an irresistible journey as she realizes. . .  The only way to survive is to open your heart. 
",Romance
22,Alone with You in the Ether: A Love Story,"
Description
From Olivie Blake, the New York Times bestselling author of The Atlas Six, comes an intimate and contemporary study of time, space, and the nature of love. Alone with You in the Ether explores what it means to be unwell, and how to face the fractures of yourself and still love as if you're not broken. CHICAGO, SOMETIME--Two people meet in the Art Institute by chance. Prior to their encounter, he is a doctoral student who manages his destructive thoughts with compulsive calculations about time travel; she is a bipolar counterfeit artist, undergoing court-ordered psychotherapy. By the end of the story, these things will still be true. But this is not a story about endings. For Regan, people are predictable and tedious, including and perhaps especially herself. She copes with the dreariness of existence by living impulsively, imagining a new, alternate timeline being created in the wake of every rash decision. To Aldo, the world feels disturbingly chaotic. He gets through his days by erecting a wall of routine: a backbeat of rules and formulas that keep him going. Without them, the entire framework of his existence would collapse. For Regan and Aldo, life has been a matter of resigning themselves to the blueprints of inevitability--until the two meet. Could six conversations with a stranger be the variable that shakes up the entire simulation?
      ",Romance
23,Boyfriend Material,"
Description
It's a fun, frothy quintessentially British romcom about a certified chaos demon and a stern brunch daddy with a heart of gold faking a relationship.--New York Times bestselling author Talia HibbertAMAZON BEST BOOK OF THE MONTHNamed a best book of the year by Oprah Magazine, Entertainment Weekly, Goodreads, The Washington Post, and more!WANTED: One (fake) boyfriendPractically perfect in every wayLuc O'Donnell is tangentially--and reluctantly--famous. His rock star parents split when he was young, and the father he's never met spent the next twenty years cruising in and out of rehab. Now that his dad's making a comeback, Luc's back in the public eye, and one compromising photo is enough to ruin everything.To clean up his image, Luc has to find a nice, normal relationship...and Oliver Blackwood is as nice and normal as they come. He's a barrister, an ethical vegetarian, and he's never inspired a moment of scandal in his life. In other words: perfect boyfriend material. Unfortunately, apart from being gay, single, and really, really in need of a date for a big event, Luc and Oliver have nothing in common. So they strike a deal to be publicity-friendly (fake) boyfriends until the dust has settled. Then they can go their separate ways and pretend it never happened.But the thing about fake-dating is that it can feel a lot like real-dating. And that's when you get used to someone. Start falling for them. Don't ever want to let them go.Discover the LGBT romance about exact opposites falling in perfectly imperfect love that New York Times and USA Today bestselling author CHRISTINA LAUREN calls hilarious, witty, tender, and stunning.
",Romance
24,The Banned Bookshop of Maggie Banks,"
Description
A sparkling bookish story about rules just begging to be broken. -- Abby Jimenez, New York Times bestselling author of Part of Your World and The Friend ZoneI, Maggie Banks, solemnly swear to uphold the rules of Cobblestone Books. If only, I, Maggie Banks, believed in following the rules.When Maggie Banks arrives in Bell River to run her best friend's struggling bookstore, she expects to sell bestsellers to her small-town clientele. But running a bookstore in a town with a famously bookish history isn't easy. Bell River's literary society insists on keeping the bookstore stuck in the past, and Maggie is banned from selling anything written this century. So, when a series of mishaps suddenly tip the bookstore toward ruin, Maggie will have to get creative to keep the shop afloat.And in Maggie's world, book rules are made to be broken.To help save the store, Maggie starts an underground book club, running a series of events celebrating the books readers actually love. But keeping the club quiet, selling forbidden books, and dodging the literary society is nearly impossible. Especially when Maggie unearths a town secret that could upend everything. Maggie will have to decide what's more important: the books that formed a small town's history, or the stories poised to change it all.
",Romance
25,Maybe Someday,"
Description
From #1 New York Times bestselling author Colleen Hoover, a passionate tale of friendship, betrayal, and romance. At twenty-two years old, Sydney is enjoying a great life: She's in college, working a steady job, in love with her wonderfu
      ",Romance
26,By the Book (a Meant to Be Novel): A Meant to Be Novel,"
Description
By The Book is in my hands and I could not be any more excited to celebrate it! Jasmine is on a short list of my tried and true comfort-read authors. I don't know how she manages to weave such depth into her characters while still making the whole reading experience feel SO GOOD AND NICE but she does, every single time.--Emily Henry, #1 New York Times bestselling author of People We Meet on Vacation and Beach ReadAccolades USA Today BestsellerAn Amazon Book of the MonthAn Amazon Best Book of 2022An Apple Best Book of 2022The Root Books We Can't Wait to ReadBustle Most Anticipated BookBuzzfeed Best BookHarper's Bazaar Best Romantic Books of 2022Sometimes to truly know a person, you have to read between the lines. Isabelle is completely lost. When she first began her career in publishing after college, she did not expect to be twenty-five, still living at home, and one of the few Black employees at her publishing house. Overworked and underpaid, constantly torn between speaking up or stifling herself, Izzy thinks there must be more to this publishing life. So when she overhears her boss complaining about a beastly high-profile author who has failed to deliver his long-awaited manuscript, Isabelle sees an opportunity to finally get the promotion she deserves. All she has to do is go to the author's Santa Barbara mansion and give him a pep talk or three. How hard could it be? But Izzy quickly finds out she is in over her head. Beau Towers is not some celebrity lightweight writing a tell-all memoir. He is jaded and withdrawn and--it turns out--just as lost as Izzy. But despite his standoffishness, Izzy needs Beau to deliver, and with her encouragement, his story begins to spill onto the page. They soon discover they have more in common than either of them expected, and as their deadline nears, Izzy and Beau begin to realize there may be something there that wasn't there before.Best-selling author Jasmine Guillory's achingly romantic reimagining of a classic is a tale as old as time . . . for a new generation.
",Romance
